"User ID","Teacher Name","TE Module Name","Mode - TE or Preview","Sessions Launched","Last Launch","Activities Used","Total Duration for Module","QW-Tip:Toggled","QW-Tip:Tabs","QW-Tip:Once Toggled","QW-Tip:% Once Toggled"
"653","Fred Flintstone","Scotts All Plugin Test","Preview","2","2019-05-20T18:39:48.000Z","1","tbd"
"653","Fred Flintstone","Scotts All Plugin Test","TeacherEdition","2","2019-05-20T20:26:17.000Z","1","tbd","8","3","3","100"
"653","Fred Flintstone","What will Earth look like in 500 million years?","Preview","1","2019-05-20T21:48:17.000Z","1","tbd"
